DT Time,Aircraft(Obj),ATIS Transcription Start,ATIS Transcription End,ATIS Transcription Text,Approach/Departure Transcription Start,Approach/Departure Transcription End,Approach/Departure Transcription Text,TOWER Transcription Start,TOWER Transcription End,TOWER Transcription Text
001730Z,"{""Time"": ""001730Z"", ""Hex"": ""ac8ce9"", ""Distance to GSO"": 0.849562344, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 129.4, ""Track"": 45.94, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A2"", ""Latitude"": 36.087433, ""Longitude"": -79.949284, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.0, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 7605040, ""Seen"": 0.0, ""RSSI"": -3.8}",0:17:20,0:17:30,ar port day i cus information echo two three five four zulu slone zeroealing two five thousand bra,0:17:20,0:17:30,nen,0:17:30,0:17:40,nan
001800Z,"{""Time"": ""001800Z"", ""Hex"": ""a3aca6"", ""Distance to GSO"": 9.854114832, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 482.8, ""Track"": 49.12, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.259771, ""Longitude"": -79.90485, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.386, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 4.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 3.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 15629055, ""Seen"": 0.0, ""RSSI"": -8.1}",0:17:50,0:18:00,nd axway delta one t way kilo closnd eed in roun way one four and a  way kilo one ta  way delta one de wiit tai wayt delta imd demar oe reme,0:17:50,0:18:00,nan,0:18:00,0:18:10,oso sixo foortrfiv seven
001830Z,"{""Time"": ""001830Z"", ""Hex"": ""ac8ce9"", ""Distance to GSO"": 0.636890477, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 126.6, ""Track"": 46.0, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A2"", ""Latitude"": 36.089905, ""Longitude"": -79.946136, ""NIC Navigation Integrity Category"": 0.0, ""RC Navigation Accuracy Category"": 0.0, ""Seen Position"": 1.289, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": NaN, ""NAC V"": NaN, ""SIL Source Integrity Level"": """", ""SIL Type"": NaN, ""GVA"": NaN, ""SDA System Design Assurance"": NaN, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 7605064, ""Seen"": 1.3, ""RSSI"": -49.5}",0:18:20,0:18:30,twoent point nine  four plea instun taxi insetrrction at vliesi on intionl contact you havv information echo,0:18:20,0:18:30,ononninoneon,0:18:20,0:18:30,odki si tixone twixs fv
001900Z,"{""Time"": ""001900Z"", ""Hex"": ""ac8ce9"", ""Distance to GSO"": 0.636890477, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": NaN, ""Track"": 46.0, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": NaN, ""Category"": ""A2"", ""Latitude"": 36.089905, ""Longitude"": -79.946136, ""NIC Navigation Integrity Category"": 0.0, ""RC Navigation Accuracy Category"": 0.0, ""Seen Position"": 31.289, ""Version"": 2.0, ""NIC Baro"": NaN, ""NAC P"": NaN, ""NAC V"": NaN, ""SIL Source Integrity Level"": """", ""SIL Type"": NaN, ""GVA"": NaN, ""SDA System Design Assurance"": NaN, ""Alert"": NaN, ""SPI"": NaN, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 7605064, ""Seen"": 31.3, ""RSSI"": -49.5}",0:18:50,0:19:00,visual approach five right five lefft en deuce no tei t irmuithons runway one four three two carrs,0:18:50,0:19:00,twfulief,0:18:50,0:19:00,seven seven oneo
001930Z,"{""Time"": ""001930Z"", ""Hex"": ""a01805"", ""Distance to GSO"": 4.715400702, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 166.9, ""Track"": 44.51, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.042435, ""Longitude"": -80.006275, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.422, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 14687410, ""Seen"": 0.0, ""RSSI"": -16.0}",0:19:20,0:19:30,proceition approach ointo caetor out arte fvish runway to ree righ lilow pon ispule reah all run wath hod short ens truectione,0:19:20,0:19:30,tfitoffiv f,0:19:20,0:19:30,odcfour to vo aintainin five thousaingt six tosber orb
002000Z,"{""Time"": ""002000Z"", ""Hex"": ""a01805"", ""Distance to GSO"": 3.446585293, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 138.6, ""Track"": 45.58, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.057315, ""Longitude"": -79.987715, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.0, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 14687550, ""Seen"": 0.0, ""RSSI"": -15.4}",0:19:50,0:20:00,p slone zero ceaing two five thousand broachingt two three two point three,0:20:00,0:20:10,tuoer four our two two two two one o,0:19:50,0:20:00,oow  uranight zettavo
002030Z,"{""Time"": ""002030Z"", ""Hex"": ""a01805"", ""Distance to GSO"": 2.400210092, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 134.4, ""Track"": 45.6, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.069397, ""Longitude"": -79.972172, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 1.993, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 14687692, ""Seen"": 0.0, ""RSSI"": -15.4}",0:20:20,0:20:30,aykilo onewa delta on wed wacto wa delta amddebar ome il s runway five righed out ar sris runway five right approach lif fifedon ou,0:20:20,0:20:30,oscriv iuv ofiofp,0:20:20,0:20:30,otwotwoibooupodao
002100Z,"{""Time"": ""002100Z"", ""Hex"": ""a01805"", ""Distance to GSO"": 1.228798253, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 132.9, ""Track"": 45.61, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.083012, ""Longitude"": -79.954873, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.549, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 14687794, ""Seen"": 0.3, ""RSSI"": -16.9}",0:20:50,0:21:00,nitul contact you have information echo grees bor ereport ay i s information echo,0:20:50,0:21:00,f four to four four wooim,0:20:50,0:21:00,zzrooshor kou
002130Z,"{""Time"": ""002130Z"", ""Hex"": ""a01805"", ""Distance to GSO"": 0.596366638, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 132.2, ""Track"": 45.92, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.090367, ""Longitude"": -79.945523, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 13.288, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 14687864, ""Seen"": 0.3, ""RSSI"": -6.7}",0:21:20,0:21:30,irmuition runway one four three two curs wa delta cos w aw kilo and away delta one ta,0:21:20,0:21:30,int,0:21:30,0:21:40,fuuore oto kilo tro shor twos
002200Z,"{""Time"": ""002200Z"", ""Hex"": ""a01805"", ""Distance to GSO"": 0.596366638, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 132.2, ""Track"": 45.92, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.090367, ""Longitude"": -79.945523, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 43.288, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 1.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 14687865, ""Seen"": 30.3, ""RSSI"": -6.8}",0:21:50,0:22:00,right liowponple rea alw runway hordt short ins taction contact grou undd on oine two ont point nin a for plear ancan t,0:21:50,0:22:00,nan,0:21:50,0:22:00,t orro four foon fir
002230Z,"{""Time"": ""002230Z"", ""Hex"": ""a01805"", ""Distance to GSO"": 0.596508637, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": NaN, ""Track"": 46.0, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": NaN, ""Category"": ""A3"", ""Latitude"": 36.090366, ""Longitude"": -79.945526, ""NIC Navigation Integrity Category"": 0.0, ""RC Navigation Accuracy Category"": 0.0, ""Seen Position"": 28.444, ""Version"": 2.0, ""NIC Baro"": NaN, ""NAC P"": NaN, ""NAC V"": NaN, ""SIL Source Integrity Level"": """", ""SIL Type"": NaN, ""GVA"": NaN, ""SDA System Design Assurance"": NaN, ""Alert"": 1.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 14687866, ""Seen"": 28.4, ""RSSI"": -49.5}",0:22:20,0:22:30,thousand brokan impuroc two three two point three ltievl three zero two four vsual approach five right,0:22:20,0:22:30,two four boe oo  two,0:22:30,0:22:40,fuly
002300Z,"{""Time"": ""002300Z"", ""Hex"": ""06a0f4"", ""Distance to GSO"": 9.319796441, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 511.9, ""Track"": 53.98, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A5"", ""Latitude"": 36.251678, ""Longitude"": -79.912491, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.204, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 2.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 14218930, ""Seen"": 0.2, ""RSSI"": -6.7}",0:22:50,0:23:00,runway fiv righte out o saswr wis runway five rive aproach lid lifto out rrwithrunway five right prosition approach tafintcee,0:22:50,0:23:00,o  fur fouv fourronaa fur,0:23:00,0:23:10,ono o four fouru
002330Z,None,None,None,None,None,None,None,None,None,None
002400Z,None,None,None,None,None,None,None,None,None,None
002430Z,None,None,None,None,None,None,None,None,None,None
002500Z,None,None,None,None,None,None,None,None,None,None
002530Z,None,None,None,None,None,None,None,None,None,None
002600Z,None,None,None,None,None,None,None,None,None,None
002630Z,None,None,None,None,None,None,None,None,None,None
002700Z,None,None,None,None,None,None,None,None,None,None
002730Z,"{""Time"": ""002730Z"", ""Hex"": ""a2401b"", ""Distance to GSO"": 9.888786584, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 460.2, ""Track"": 216.07, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.227976, ""Longitude"": -79.812401, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.46, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 13808788, ""Seen"": 0.2, ""RSSI"": -17.5}",0:27:20,0:27:30,ive right five left toneuce notivti airmuthions runway one four three two coor ax yo wae delta cl,0:27:20,0:27:30,nan,0:27:30,0:27:40,nan
002800Z,"{""Time"": ""002800Z"", ""Hex"": ""a2401b"", ""Distance to GSO"": 6.085585771, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 458.6, ""Track"": 216.22, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.176697, ""Longitude"": -79.858589, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.526, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 13809060, ""Seen"": 0.1, ""RSSI"": -13.5}",0:27:50,0:28:00,nr out r ris runway two hree rightliow on ysblue rea a run wayh hod short in sfrruction contact ground,0:28:00,0:28:10,nan,0:27:50,0:28:00,fr or itola
002830Z,"{""Time"": ""002830Z"", ""Hex"": ""a2401b"", ""Distance to GSO"": 2.240701366, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 456.1, ""Track"": 215.99, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.124695, ""Longitude"": -79.905338, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.18, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 9.0, ""NAC V"": 1.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 13809342, ""Seen"": 0.0, ""RSSI"": -14.7}",0:28:20,0:28:30,sel one zero sin two five thousand broak enr two three two point three t three zero,0:28:20,0:28:30,f frike,0:28:20,0:28:30,one two two three zeroot t four o
002900Z,"{""Time"": ""002900Z"", ""Hex"": ""a7f3ab"", ""Distance to GSO"": 7.063358451, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 444.2, ""Track"": 216.3, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.189803, ""Longitude"": -79.846587, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.171, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 4.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 21084266, ""Seen"": 0.0, ""RSSI"": -8.3}",0:28:50,0:29:00,two eight delta one we waw delta edebar ormi ls r runway fiv rige ou a sf wis runway five ri approach lid fifeto out or rih,0:29:00,0:29:10,mmi four two two,0:29:00,0:29:10,foafow zero five
002930Z,"{""Time"": ""002930Z"", ""Hex"": ""a7f3ab"", ""Distance to GSO"": 3.376679602, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 443.0, ""Track"": 216.09, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.140085, ""Longitude"": -79.891468, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.179, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 4.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 21084546, ""Seen"": 0.1, ""RSSI"": -10.5}",0:29:20,0:29:30,you have information echo greaes bor ar porot day is cess information echo two three five four,0:29:20,0:29:30,izroz fourze,0:29:30,0:29:40,fufof to boni four thre one z zuluw
003000Z,"{""Time"": ""003000Z"", ""Hex"": ""a7f3ab"", ""Distance to GSO"": 0.596269445, ""Data Source Type"": """", ""Flight Number"": """", ""Aircraft Registration"": """", ""Aircraft Type"": """", ""Altitude Barometric"": """", ""Altitude Geometric"": """", ""Ground Speed"": 450.8, ""Track"": 210.09, ""Barometric Rate"": """", ""Squawk Code"": """", ""Emergency"": ""none"", ""Category"": ""A3"", ""Latitude"": 36.088459, ""Longitude"": -79.932959, ""NIC Navigation Integrity Category"": 8.0, ""RC Navigation Accuracy Category"": 186.0, ""Seen Position"": 0.397, ""Version"": 2.0, ""NIC Baro"": 1.0, ""NAC P"": 10.0, ""NAC V"": 4.0, ""SIL Source Integrity Level"": """", ""SIL Type"": ""perhour"", ""GVA"": 2.0, ""SDA System Design Assurance"": 2.0, ""Alert"": 0.0, ""SPI"": 0.0, ""MLAT"": ""[]"", ""TISB"": ""[]"", ""Messages"": 21084829, ""Seen"": 0.0, ""RSSI"": -10.1}",0:29:50,0:30:00,runway one four three two pcoursa wayt delta cos peewt taxt wa kilo and ta wa delta oe ta way kilo crost peed w,0:29:50,0:30:00,zbofooef,0:29:50,0:30:00,ssoeuen zroi or f furc oo cal
